1,사과,apple
1,바나나,banana
1,왕,king
1,여자,women
1,남자,men
2,고양이,cat
2,강아지,dog
2,집,house
2,봄,spring
2,가을,fall
2,겨울,winter
2,나쁨,bad
2,기쁨,happy
3,장난감,toy
3,동물원,zoo
3,엄마,mom
3,아빠,dad
3,컴퓨터,computer
3,사자,lion
3,호랑이,tiger
4,믿음,faith
4,생쥐,mouse
4,베개,pillow
4,협조,cooperation
4,복구,restoration
